year,title
2011,A low-power asynchronous ECG acquisition system in CMOS technology.
2011,Wireless fabric patch sensors for wearable healthcare.
2011,Wireless control of smartphones with tongue motion using tongue drive assistive technology.
2011,A Sensor Middleware for integration of heterogeneous medical devices.
2011,An intelligent system for classification of patients suffering from chronic diseases.
2011,A wearable ergonomic gaze-tracker for infants.
2011,Electric-field intrabody communication channel modeling with finite-element method.
2011,Gravity compensation of an upper extremity exoskeleton.
2011,Continuous monitoring of electrodermal activity during epileptic seizures using a wearable sensor.
2011,Low power wireless acquisition module for wearable health monitoring systems.
2011,Wireless power delivery for wearable sensors and implants in Body Sensor Networks.
2011,Motor function assessment using wearable inertial sensors.
2011,Wearable cardioverter–defibrillators in the spotlight.
2011,Portable and wearable dialysis: where are we now?
2011,Ultrasensitive detection of nitrogen oxides over a nanoporous membrane.
2011,Personalised physical exercise regime for chronic patients through a wearable ICT platform.
2011,A web-based system for home monitoring of patients with Parkinson's disease using wearable sensors.
2020,All-day recordings to investigate vocabulary development: A case study of a trilingual toddler.
2011,Implementation of compressed sensing in telecardiology sensor networks.
2013,Mechanically flexible wireless multisensor platform for human physical activity and vitals monitoring.
2013,"Wearable cardioverter-defibrillators may help save lives, research shows. THE WCDs prove to be effective, temporary alternative to implantable devices."
2011,Microfluidic stretchable RF electronics.
2011,Estimating posture-recognition performance in sensing garments using geometric wrinkle modeling.
2011,A survey of older Hong Kong people's perceptions of telecommunication technologies and telecare devices.
2011,At-home training with closed-loop augmented-reality cueing device for improving gait in patients with Parkinson disease.
2011,Highly flexible and all-solid-state paperlike polymer supercapacitors.
2011,Energy sources and their development for application in medical devices.
2011,Barometric pressure and triaxial accelerometry-based falls event detection.
2020,Using Wearable Activity Type Detection to Improve Physical Activity Energy Expenditure Estimation.
2011,Assessing mobility at home in people with early Parkinson's disease using an instrumented Timed Up and Go test.
2011,Noninvasive imaging of prefrontal activation during attention-demanding tasks performed while walking using a wearable optical topography system.
2011,Surface EMG pattern recognition for real-time control of a wrist exoskeleton.
2010,Kinematic analysis of the daily activity of drinking from a glass in a population with cervical spinal cord injury.
2010,Transaction-neutral implanted data collection interface as EMR driver: a model for emerging distributed medical technologies.
2012,Relationship between measurement site and motion artifacts in wearable reflected photoplethysmography.
2012,The advantages of wearable green reflected photoplethysmography.
2010,Acceptance of wearable technology by people with Alzheimer's disease: issues and accommodations.
2010,Biometrically modulated collaborative control for an assistive wheelchair.
2010,Multimodal physical activity recognition by fusing temporal and cepstral information.
2011,Achievements and challenges in bioartificial kidney development.
2010,Guest editorial special section on smart wearable devices for human health and protection.
2011,Multiple functional ECG signal is processing for wearable applications of long-term cardiac monitoring.
2012,The OmniPod Insulin Management System: the latest innovation in insulin pump therapy.
2010,A novel automatic method for monitoring Tourette motor tics through a wearable device.
2011,Applying wearable solutions in dependent environments.
2010,Assessing postural control and postural control strategy in diabetes patients using innovative and wearable technology.
2011,Wearable neural prostheses. Restoration of sensory-motor function by transcutaneous electrical stimulation.
2011,Rehabilitation exoskeletal robotics. The promise of an emerging field.
2011,"Wearable electroencephalography. What is it, why is it needed, and what does it entail?"
2011,Wearable technology for biomechanics: e-textile or micromechanical sensors?
2011,Wearable sensors and systems. From enabling technology to clinical applications.
2011,Wearable technology. Health-care solutions for a growing global population.
2011,3D gait assessment in young and elderly subjects using foot-worn inertial sensors.
2011,Hydrogel-based photonic sensor for a biopotential wearable recording system.
2011,Suggestions on the applicability of visual instructions with see-through head mounted displays depending on the task.
2010,The wearable cardioverter-defibrillator: lifesaving attire or &quot;fashion faux pas?&quot;.
2010,"Aggregate national experience with the wearable cardioverter-defibrillator: event rates, compliance, and survival."
2010,Smart Carpet: Developing a sensor system to detect falls and summon assistance.
2011,Use of a wearable automated defibrillator in children compared to young adults.
2011,Novel monitor paradigm for real-time exposure assessment.
2010,A triaxial accelerometer-based physical-activity recognition via augmented-signal features and a hierarchical recognizer.
2010,An experimental and numerical study of the flow and mass transfer in a model of the wearable artificial kidney dialyzer.
2010,The relevance of clinical balance assessment tools to differentiate balance deficits.
2010,A real-time and self-calibrating algorithm based on triaxial accelerometer signals for the detection of human posture and activity.
2011,Evaluation of a mixed approach combining stationary and wearable systems to monitor gait over long distance.
2011,Micro-nano-biosystems: An overview of European research.
2011,New precordial bipolar electrocardiographic leads for detecting left ventricular hypertrophy.
2010,"Hemodialysis: yesterday, today and tomorrow."
2010,Processing of signals recorded through smart devices: sleep-quality assessment.
2011,Monitoring of posture allocations and activities by a shoe-based wearable sensor.
2010,A wearable smartphone-based platform for real-time cardiovascular disease detection via electrocardiogram processing.
2010,Evaluation of standing vertical jump by ankles acceleration measurement.
2010,Dithiobis(succinimidyl propionate) modified gold microarray electrode based electrochemical immunosensor for ultrasensitive detection of cortisol.
2010,Heart rate and accelerometer data fusion for activity assessment of rescuers during emergency interventions.
2010,Active devices based on organic semiconductors for wearable applications.
2010,Smart garments for emergency operators: the ProeTEX project.
2010,An intelligent telecardiology system using a wearable and wireless ECG to detect atrial fibrillation.
2010,A symbol-based approach to gait analysis from acceleration signals: identification and detection of gait events and a new measure of gait symmetry.
2010,Individual muscle control using an exoskeleton robot for muscle function testing.
2010,Polyelectrolyte-bridged metal/cotton hierarchical structures for highly durable conductive yarns.
2010,"[Musculoskeletal rehabilitation and bone. Musculoskeletal atrophy, and rehabilitation medicine]."
2013,A Wireless Biomedical Signal Interface System-on-Chip for Body Sensor Networks.
2010,Evaluation of a wireless wearable tongue-computer interface by individuals with high-level spinal cord injuries.
2010,Use of the wearable external cardiac defibrillator in children.
2010,The future's present: the artificial wearable kidney.
2010,Flexible thick-film glucose biosensor: influence of mechanical bending on the performance.
2011,Glide-symmetric locomotion reinforcement in patients with multiple sclerosis by visual feedback.
2012,A novel wearable apnea dive computer for continuous plethysmographic monitoring of oxygen saturation and heart rate.
2011,Electro-Mechanical Safety Testing of Portable ECG Devices for Home Healthcare Usage.
2010,Two dimensional polymer-embedded quasi-distributed FBG pressure sensor for biomedical applications.
2010,Design and implementation of a portable long-term physiological signal recorder.
2010,Motion-tolerant magnetic earring sensor and wireless earpiece for wearable photoplethysmography.
2010,"A wearable sensor for unobtrusive, long-term assessment of electrodermal activity."
2011,Observations of the relationship between noise exposure and preschool teacher voice usage in day-care center environments.
2011,"My face, a window to communication: using creative design in learning."
2011,"Wearable health monitors: real-time, patient-friendly data collection."
2010,Transthoracic sensor for noninvasive assessment of left ventricular contractility: validation in a minipig model of chronic heart failure.
2010,Prognosis-a wearable health-monitoring system for people at risk: methodology and modeling.
2010,A wearable electronic system for objective dietary assessment.
2010,Piezoelectric ribbons printed onto rubber for flexible energy conversion.
2010,PAR immobilized colorimetric fiber for heavy metal ion detection and adsorption.
2010,Saliency-based image processing for retinal prostheses.
2010,Investigation of rotational skin stretch for proprioceptive feedback with application to myoelectric systems.
2011,Wearable sensor glove based on conducting fabric using electrodermal activity and pulse-wave sensors for e-health application.
2010,BIOTEX--biosensing textiles for personalised healthcare management.
2010,iCalm: wearable sensor and network architecture for wirelessly communicating and logging autonomic activity.
2010,"Stretchable, porous, and conductive energy textiles."
2010,Development of a training method for weightless environment using both electrical stimulation and voluntary muscle contraction.
2017,Rotational Skin Stretch Feedback: A Wearable Haptic Display for Motion.
2013,Novel feature modelling the prediction and detection of sEMG muscle fatigue towards an automated wearable system.
2012,Analog integrated circuits design for processing physiological signals.
2012,In the Spotlight: BioInstrumentation.
2012,"Neurological tremor: sensors, signal processing and emerging applications."
2012,Machine learning methods for classifying human physical activity from on-body accelerometers.
2012,Assessment of human ambulatory speed by measuring near-body air flow.
2012,A review of accelerometry-based wearable motion detectors for physical activity monitoring.
2012,The use of wearable inertial motion sensors in human lower limb biomechanics studies: a systematic review.
2012,Detecting vital signs with wearable wireless sensors.
2012,A wearable ground reaction force sensor system and its application to the measurement of extrinsic gait variability.
2012,Wearable systems for monitoring mobility-related activities in chronic disease: a systematic review.
2020,Listening to Brain Microcircuits for Interfacing With External World-Progress in Wireless Implantable Microelectronic Neuroengineering Devices: Experimental systems are described for electrical recording in the brain using multiple microelectrodes and short range implantable or wearable broadcasting units.
2011,Smart sensors and virtual physiology human approach as a basis of personalized therapies in diabetes mellitus.
2010,The effect of positioning on the biomechanical performance of soft shell hip protectors.
2010,Physiological monitoring in firefighter ensembles: wearable plethysmographic sensor vest versus standard equipment.
2010,A wearable system to assist walking of Parkinson s disease patients.
2010,Toward a highly accurate ambulatory system for clinical gait analysis via UWB radios.
2010,"SVM-based multimodal classification of activities of daily living in Health Smart Homes: sensors, algorithms, and first experimental results."
2010,Comparative evaluation of susceptibility to motion artifact in different wearable systems for monitoring respiratory rate.
2010,Successful use of a wearable cardioverter-defibrillator in myocarditis with normal ejection fraction.
2010,An overview of technologies related to care for venous leg ulcers.
2010,Discriminating stress from cognitive load using a wearable EDA device.
2010,Wearable assistant for Parkinson's disease patients with the freezing of gait symptom.
2010,Bridging a temporary high risk of sudden arrhythmic death. Experience with the wearable cardioverter defibrillator (WCD).
2010,What does your chair know about your stress level?
2010,Role of an electronic armband in motor function monitoring in patients with Parkinson's disease.
2010,Review of wireless and wearable electroencephalogram systems and brain-computer interfaces--a mini-review.
2010,Evaluation of the effectiveness of a wearable cardioverter defibrillator detection algorithm.
2010,Smart textile-based wearable biomedical systems: a transition plan for research to reality.
2010,A multimodal transducer for cardiopulmonary activity monitoring in emergency.
2010,The quantitative assessment of motor activity in mania and schizophrenia.
2010,Sorbent augmented hemodialysis systems: are we there yet?
2012,Rendering potential wearable robot designs with the LOPES gait trainer.
2012,An autonomous wearable system for predicting and detecting localised muscle fatigue.
2012,Estimating three-dimensional orientation of human body parts by inertial/magnetic sensing.
2012,Study of an upper arm exoskeleton for gravity balancing and minimization of transmitted forces.
2012,Study of Heart Rate Variability in Bipolar Disorder: Linear and Non-Linear Parameters during Sleep.
2012,Spring uses in exoskeleton actuation design.
2012,Model Predictive Control-based gait pattern generation for wearable exoskeletons.
2012,Feasibility studies of robot-assisted stroke rehabilitation at clinic and home settings using RUPERT.
2012,Jointless structure and under-actuation mechanism for compact hand exoskeleton.
2012,Design of a rotary passive viscoelastic joint for wearable robots.
2012,Estimation of IMU and MARG orientation using a gradient descent algorithm.
2012,Electroactive polymer patches for wearable haptic interfaces.
2012,Heterogeneous data fusion and intelligent techniques embedded in a mobile application for real-time chronic disease management.
2012,Redundancy and joint limits of a seven degree of freedom upper limb exoskeleton.
2012,Design considerations for an active soft orthotic system for shoulder rehabilitation.
2012,A pneumatically-actuated lower-limb orthosis.
2012,Substituting depth for intensity and real-time phosphene rendering: visual navigation under low vision conditions.
2012,A quality parameter for the detection of the intentionality of movement in patients with neurological tremor performing a finger-to-nose test.
2012,Laboratory skinpatches and smart cards based on foils.
2012,Indoor localization using pedestrian dead reckoning updated with RFID-based fiducials.
2012,Develop a wearable ankle robot for in-bed acute stroke rehabilitation.
2012,A whole body statistical shape model for radio frequency simulation.
2012,Cubic spline interpolation with overlapped window and data reuse for on-line Hilbert Huang transform biomedical microprocessor.
2012,Development of a body joint angle measurement system using IMU sensors.
2012,The Smart Patches and Wearable Band (W-Band) for comfortable sleep monitoring system.
2012,A wearable ECG-HR detector and its application to automatic assist-mode selection of an electrically assisted bicycle.
2012,Telefetalcare: a first prototype of a wearable fetal electrocardiograph.
2012,"A real time, wearable ECG and continous blood pressure monitoring system for first responders."
2012,Ultra-Thin Chip Package (UTCP) and stretchable circuit technologies for wearable ECG system.
2012,An in-the-ear platform for recording electroencephalogram.
2012,Laboratory in a box: wearable sensors and its advantages for gait analysis.
2012,Analysis of human motions with arm constraint.
2012,Modeling high-level descriptions of real-life physical activities using latent topic modeling of multimodal sensor signals.
2012,Associating ECG features with firefighter's activities.
2012,Estimating Fugl-Meyer clinical scores in stroke survivors using wearable sensors.
2012,Wearable systems with minimal set-up for monitoring and training of balance and mobility.
2012,Carbon nanotubes (CNTs) based strain sensors for a wearable monitoring and biofeedback system for pressure ulcer prevention and rehabilitation.
2012,Wireless inertial measurement unit with GPS (WIMU-GPS)--wearable monitoring platform for ecological assessment of lifespace and mobility in aging and disease.
2012,Preliminary assessment of Tongue Drive System in medium term usage for computer access and wheelchair control.
2012,A computationally efficient QRS detection algorithm for wearable ECG sensors.
2012,Tetherless ergonomics workstation to assess nurses' physical workload in a clinical setting.
2012,Upper limb joint angle tracking with inertial sensors.
2012,"OLAM: A wearable, non-contact sensor for continuous heart-rate and activity monitoring."
2012,Tests of wireless wearable sensor system in joint angle measurement of lower limbs.
2012,Preliminary design of a terrain recognition system.
2012,Development of a platform to combine sensor networks and home robots to improve fall detection in the home environment.
2012,Design of an unobtrusive wireless sensor network for nighttime falls detection.
2012,Change-of-state determination to recognize mobility activities using a BlackBerry smartphone.
2012,A new safety support system for wandering elderly persons.
2012,A neck mounted interface for sensing the swallowing activity based on swallowing sound.
2012,Elbow functional compensation using a lightweight magnetorheological clutch.
2012,Real-time wearable telecardiology from representative signals.
2012,A computational framework for the standardization of motion analysis exploiting wearable inertial sensors.
2012,"Continuous monitoring of functional activities using wearable, wireless gyroscope and accelerometer technology."
2012,Resolving signal complexities for ambulatory monitoring of motor function in Parkinson's disease.
2012,Resolving signal complexities for ambulatory monitoring of motor function in Parkinson's disease.
2012,"A continuous, wearable, and wireless heart monitor using head ballistocardiogram (BCG) and head electrocardiogram (ECG)."
2012,Light-weight single trial EEG signal processing algorithms: computational profiling for low power design.
2012,Objective measure of upper extremity motor impairment in Parkinson's disease with inertial sensors.
2012,Cardiac sounds from a wearable device for sternal seismocardiography.
2012,A wearable system for the seismocardiogram assessment in daily life conditions.
2012,Development of walking analysis system consisting of mobile force plate and motion sensor.
2012,Study of performance and propagation characteristics of wire and planar structures around human body.
2012,Measuring movement of denim trousers for garment-integrated sensing applications.
2012,Statistical data mining of streaming motion data for fall detection in assistive environments.
2012,Effects of BMI and abdominal volume on the accuracy of step count obtained from a tri-axial accelerometer.
2012,Wearable sensor systems: the challenges.
2012,Smartphone-centred wearable sensors network for monitoring patients with bipolar disorder.
2012,Real-time monitoring of occupational stress of nurses.
2012,Design of a wearable physical activity monitoring system using mobile phones and accelerometers.
2012,Wearable smart systems: from technologies to integrated systems.
2012,Redundancy resolution of a human arm for controlling a seven DOF wearable robotic system.
2012,Design and evaluation of a multi-modal haptic skin stimulation apparatus.
2012,Customizing the training dataset to an individual for improved heartbeat recognition performance in long-term ECG signals.
2012,On-line classification of human activity and estimation of walk-run speed from acceleration data using support vector machines.
2012,Respiratory rate detection using a wearable electromagnetic generator.
2012,A novel respiratory rate estimation method for sound-based wearable monitoring systems.
2012,SVM-based multi-sensor fusion for free-living physical activity assessment.
2012,Activity level classification algorithm using SHIMMER™ wearable sensors for individuals with rheumatoid arthritis.
2012,Biomedical devices and systems security.
2012,Wearable monitoring systems for psychological and physiological state assessment in a naturalistic environment.
2012,Low-power sensor module for long-term activity monitoring.
2012,Gait assessment in Parkinson's disease patients through a network of wearable accelerometers in unsupervised environments.
2012,Evaluation of a wearable tele-echography robot system: FASTele in a vehicle using a mobile network.
2012,An advanced rehabilitation robotic system for augmenting healthcare.
2012,Assessment of Bradykinesia in Parkinson's disease patients through a multi-parametric system.
2012,A low-power multi-modal body sensor network with application to epileptic seizure monitoring.
2012,Wearable sensor platform and mobile application for use in cognitive behavioral therapy for drug addiction and PTSD.
2012,Towards mental stress detection using wearable physiological sensors.
2012,Distilling clinically interpretable information from data collected on next-generation wearable sensors.
2012,Hardware for seizure prediction: towards wearable devices to support epileptic people.
2012,Longitudinal monitoring of patients with Parkinson's disease via wearable sensor technology in the home setting.
2012,The era of micro and nano systems in the biomedical area: bridging the research and innovation gap.
2012,"Evaluation of a novel cardiac output index on healthy elderly, cardiovascular and heart failure patients during dynamic exercise."
2012,Numerical simulation of motion-induced dynamic noise in a ubiquitous ECG application.
2012,CHRONIOUS: a wearable platform for monitoring and management of patients with chronic disease.
2012,Diagnostic grade wireless ECG monitoring.
2012,ZigBee-based wireless multi-sensor system for physical activity assessment.
2012,Circadian rest-activity rhythm for maintenance of body shape.
2012,FBG in PVC foils for monitoring the knee joint movement during the rehabilitation process.
2012,Direction sensitive fall detection using a triaxial accelerometer and a barometric pressure sensor.
2012,Semi-supervised event detection using higher order statistics for multidimensional time series accelerometer data.
2012,A wearable stimulation bandage for electrotherapy studies in a rat ischemic wound model.
2012,An adaptive algorithm for real-time electrode calibration.
2012,Prediction of bodyweight and energy expenditure using point pressure and foot acceleration measurements.
2012,Towards smart homes using low level sensory data.
2012,Clinical feasibility trial of a motion detection system for fall prevention in hospitalized older adult patients.
2013,Validation of uniaxial and triaxial accelerometers for the assessment of physical activity in preschool children.
2012,Artifacts in wearable photoplethysmographs during daily life motions and their reduction with least mean square based active noise cancellation method.
2012,Characteristics and outcomes of peripartum versus nonperipartum cardiomyopathy in women using a wearable cardiac defibrillator.
2012,"The Feasibility of Reducing and Measuring Sedentary Time among Overweight, Non-Exercising Office Workers."
2012,Real-time gait cycle parameter recognition using a wearable accelerometry system.
2012,A comprehensive ubiquitous healthcare solution on an Android™ mobile device.
2012,Collaborative processing of wearable and ambient sensor system for blood pressure monitoring.
2012,Wearable and implantable wireless sensor network solutions for healthcare monitoring.
2012,A survey of system architecture requirements for health care-based wireless sensor networks.
2019,A Realtime and Continuous Assessment of Cortisol in ISF Using Electrochemical Impedance Spectroscopy.
2012,Multisensor data fusion for physical activity assessment.
2012,Gait improvement in patients with cerebral palsy by visual and auditory feedback.
2012,A pilot study testing a fall prevention intervention for older adults: determining the feasibility of a five-sensor motion detection system.
2012,Computational model-based design of a wearable artificial pump-lung for cardiopulmonary/respiratory support.
2012,Sleep monitoring: a comparison between three wearable instruments.
2012,Carbon nanotube and graphene nanoribbon-coated conductive Kevlar fibers.
2012,Thirty-day in-vivo performance of a wearable artificial pump-lung for ambulatory respiratory support.
2012,NeuroGlasses: a neural sensing healthcare system for 3-D vision technology.
2012,Both coordination and symmetry of arm swing are reduced in Parkinson's disease.
2012,Stability and harmony of gait in children with cerebral palsy.
2012,Quantitative trace analysis of benzene using an array of plasma-treated metal-decorated carbon nanotubes and fuzzy adaptive resonant theory techniques.
2012,A wearable robotic knee orthosis for gait training: a case-series of hemiparetic stroke survivors.
2012,A stepwise validation of a wearable system for estimating energy expenditure in field-based research.
2012,Control of postoperative pain with a wearable continuously operating pulsed radiofrequency energy device: a preliminary study.
2012,Cross-sectional analysis of levels and patterns of objectively measured sedentary time in adolescent females.
2012,A wearable artificial kidney: technical requirements and potential solutions.
2012,Flexible memristive memory array on plastic substrates.
2011,Physical performance in kidney transplanted patients: a study on desert trekking.
2012,A novel wearable pump-lung device: in vitro and acute in vivo study.
2012,Using MazeSuite and functional near infrared spectroscopy to study learning in spatial navigation.
2012,SenseCam: a wearable camera that stimulates and rehabilitates autobiographical memory.
2012,The promise of mHealth: daily activity monitoring and outcome assessments by wearable sensors.
2013,Inertia sensor-based guidance system for upperlimb posture correction.
2013,Assessment of wearable global positioning system units for physical activity research.
2012,Development and evaluation of an ambulatory stress monitor based on wearable sensors.
2012,Designing personal exercise monitoring employing multiple modes of delivery: implications from a qualitative study on heart rate monitoring.
2020,Rejection of Irrelevant Human Actions in Real-time Hidden Markov Model based Recognition Systems for Wearable Computers.
2013,Input-Feature Correlated Asynchronous Analog to Information Converter for ECG Monitoring.
2012,Multichannel wearable system dedicated for simultaneous electroencephalography∕near-infrared spectroscopy real-time data acquisitions.
2014,Compressive sensing scalp EEG signals: implementations and practical performance.
2012,Triggers and monitoring in intelligent personal health record.
2012,SenseCam improves memory for recent events and quality of life in a patient with memory retrieval difficulties.
2012,A preliminary test of measurement of joint angles and stride length with wireless inertial sensors for wearable gait evaluation system.
2014,Smart homes and ambient assisted living applications: from data to knowledge-empowering or overwhelming older adults? Contribution of the IMIA Smart Homes and Ambiant Assisted Living Working Group.
2012,"The use of a portable, wearable form of pulsed radio frequency electromagnetic energy device for the healing of recalcitrant ulcers: a case report."
2012,Symmetrical MnO2-carbon nanotube-textile nanostructures for wearable pseudocapacitors with high mass loading.
2012,Wearable electromagnetic apparatus for endoscope localization.
2012,Accelerometry-based classification of human activities using Markov modeling.
2012,The effects of pad geometry and material properties on the biomechanical effectiveness of 26 commercially available hip protectors.
2012,Wearable defibrillator in congenital structural heart disease and inherited arrhythmias.
2011,Wearable wrist activity monitor as an indicator of functional hand use in children with cerebral palsy.
2011,Wearable wrist activity monitor as an indicator of functional hand use in children with cerebral palsy.
2012,Acceptance and commitment therapy versus tinnitus retraining therapy in the treatment of tinnitus: a randomised controlled trial.
2011,Validity of estimating minute-by-minute energy expenditure of continuous walking bouts by accelerometry.
2012,Finger impedance evaluation by means of hand exoskeleton.
2012,An analysis of the accuracy of wearable sensors for classifying the causes of falls in humans.
2012,Hierarchical graphene nanocones over 3D platform of carbon fabrics: a route towards fully foldable graphene based electron source.
2012,Neurorobotic and hybrid management of lower limb motor disorders: a review.
2012,Development and evaluation of multilead wavelet-based ECG delineation algorithms for embedded wireless sensor nodes.
2011,"A wearable system to assess risk for anterior cruciate ligament injury during jump landing: measurements of temporal events, jump height, and sagittal plane kinematics."
2012,Early clinical experience with networked system for promoting patient self-management.
2012,Synchronous activity of two people's prefrontal cortices during a cooperative task measured by simultaneous near-infrared spectroscopy.
2013,Ratiometric artifact reduction in low power reflective photoplethysmography.
2013,Sensor positioning for activity recognition using wearable accelerometers.
2012,Quantitative evaluation of upper-limb motor control in robot-aided rehabilitation.
2019,Physical Activity Recognition Based on Motion in Images Acquired by a Wearable Camera.
2012,Fabrication of compound nonwoven materials for soft body armor.
2012,Subjective perceptions and ergonomics evaluation of a liquid cooled garment worn under protective ensemble during an intermittent treadmill exercise.
2011,Guest editorial. Sensing and computing in wearable robots.
2011,Naturalistic approaches to sensorimotor control.
2012,Quasi-static modeling of human limb for intra-body communications with experiments.
2013,[AOR characterization and zoning: a dosimeter for blue light].
2011,Sensors vs. experts - a performance comparison of sensor-based fall risk assessment vs. conventional assessment in a sample of geriatric patients.
2012,Variable threshold method for ECG R-peak detection.
2011,Body-worn sensor design: what do patients and clinicians want?
2011,Ubiquitous human upper-limb motion estimation using wearable sensors.
2011,Quantitative and comparative assessment of learning in a tongue-operated computer input device.
2011,Biomedical signal and image processing.
2011,Wearable electrochemical sensors for in situ analysis in marine environments.
2011,"A wearable, wireless gaze tracker with integrated selection command source for human-computer interaction."
2011,Remote monitoring for the wearable artificial kidney.
2011,From wearable ultrafiltration device to wearable artificial kidney.
2011,Current technological approaches for a wearable artificial kidney.
2011,Wearable dialysis: what is missing?
2011,"Hand Spring Operated Movement Enhancer (HandSOME): a portable, passive hand exoskeleton for stroke rehabilitation."
2011,Advanced technology development for remote triage applications in bleeding combat casualties.
2011,The feasibility of an automated monitoring system to improve nurses' hand hygiene.
2011,Can we use digital life-log images to investigate active and sedentary travel behaviour? Results from a pilot study.
2011,"The 2011 ABJS Nicolas Andry Award: 'Lab'-in-a-knee: in vivo knee forces, kinematics, and contact analysis."
2011,Electronic feedback in a diet- and physical activity-based lifestyle intervention for weight loss: a randomized controlled trial.
2012,A preliminary study describing body position in daily life in children with severe cerebral palsy using a wearable device.
2011,Developing a wireless implantable body sensor network in MICS band.
2011,Multivariable static ankle mechanical impedance with relaxed muscles.
2011,A wearable respiratory biofeedback system based on generalized body sensor network.
2011,A wearable device for real-time motion error detection and vibrotactile instructional cuing.
2011,"Hands-free, wireless goggles for near-infrared fluorescence and real-time image-guided surgery."
2012,Detection of anticipatory postural adjustments prior to gait initiation using inertial wearable sensors.
